FrameNr 	 Person 1 		 Person 2 		 Person 3 		 Person 4 
	 x 	 y   	   x 	 y   	   x 	 y   	   x 	 y   
718	257.383	-1541.29	67.0601	674.891	431.312	-420.882	-60.1818	-400.546	
719	373.653	-1415.95	73.6199	677.332	210.495	-243.19	-76.4081	-411.864	
720	344.245	-1430.68	87.3794	616.189	321.227	-293.332	-98.8209	-347.098	
721	392.46	-1373.99	84.6168	712.864	139.324	-188.582	-89.6211	-399.373	
722	374.388	-1377.59	106.562	598.258	212.456	-186.645	-121.294	-308.314	
723	394.946	-1352.22	103.062	606.72	123.57	-199.161	-439.694	-1172.87	
724	343.788	-1363.54	117.694	683.677	112.089	-171.323	-148.566	-375.299	
725	321.663	-1360.55	121.532	688.264	67.6946	-182.783	-145.778	-452.741	
726	290.044	-1362.24	184.017	616.965	56.0896	-161.496	-191.912	-317.677	
727	251.405	-1355.45	185.617	662.99	-37.7959	-181.96	-299.139	-663.697	
728	358.591	-1272.19	191.887	671.399	-106.863	-193.006	-674.072	-1755.74	
729	190.739	-1337.22	193.895	719.046	-115.559	-183.775	0	0	
730	195.618	-1327.47	183.208	710.782	-137.048	-191.921	-659.131	-1444.17	
731	255.829	-1293.39	170.44	687.614	-172.828	-217.566	-677.459	-1603.99	
732	186.587	-1325.69	197.098	721.02	-172.832	-199.175	-382.907	-1085.19	
733	210.238	-1298.28	185.171	769.859	-251.621	-343.323	291.436	-171.597	
734	372.876	-1189.47	179.331	812.643	-237.302	-271.553	-675.841	-1714.64	
735	201.205	-1284.75	199.791	777.089	-308.844	-413.689	372.18	-217.369	
